Namespace(data_dir='./data/', output_dir='output/', data_name='Sports_and_Outdoors', do_eval=False, ckp=0, hidden_size=64, embedding_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='SASRec', backbone2='GRU4Rec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=1.5, dws_beta=1.0, kd_temperature=0.7, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BCE', N=100, cuda_condition=True, data_file='./data/Sports_and_Outdoors', item_size=18359, log_file='output/DWS-SASRec-GRU4Rec-Sports_and_Outdoors-a1.0-b1.0-l1.5-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-SASRec-GRU4Rec-Sports_and_Outdoors-a1.0-b1.0-l1.5-dwsb1.0-t0.0-1764026796.611733.pt')
{'epoch': 0, 'avg_loss': '9.8266', 'avg_bpr_loss': '9.8111', 'avg_kd_loss': '0.0156'}
{'Epoch': 0, 'HIT@5': '0.0041', 'NDCG@5': '0.0028', 'HIT@10': '0.0073', 'NDCG@10': '0.0038', 'HIT@20': '0.0117', 'NDCG@20': '0.0049'}
{'Epoch': 1, 'HIT@5': '0.0051', 'NDCG@5': '0.0033', 'HIT@10': '0.0070', 'NDCG@10': '0.0039', 'HIT@20': '0.0157', 'NDCG@20': '0.0061'}
{'Epoch': 1, 'HIT@5': '0.0037', 'NDCG@5': '0.0026', 'HIT@10': '0.0065', 'NDCG@10': '0.0035', 'HIT@20': '0.0124', 'NDCG@20': '0.0050'}
Model 1 (SASRec) Results: {'Epoch': 1, 'HIT@5': '0.0034', 'NDCG@5': '0.0020', 'HIT@10': '0.0056', 'NDCG@10': '0.0027', 'HIT@20': '0.0104', 'NDCG@20': '0.0039'}
Model 2 (GRU4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0051', 'NDCG@5': '0.0033', 'HIT@10': '0.0070', 'NDCG@10': '0.0039', 'HIT@20': '0.0157', 'NDCG@20': '0.0061'}
Ensemble Results: {'Epoch': 1, 'HIT@5': '0.0037', 'NDCG@5': '0.0026', 'HIT@10': '0.0065', 'NDCG@10': '0.0035', 'HIT@20': '0.0124', 'NDCG@20': '0.0050'}
{'epoch': 2, 'avg_loss': '9.6755', 'avg_bpr_loss': '9.6676', 'avg_kd_loss': '0.0079'}
{'Epoch': 2, 'HIT@5': '0.0024', 'NDCG@5': '0.0016', 'HIT@10': '0.0031', 'NDCG@10': '0.0018', 'HIT@20': '0.0039', 'NDCG@20': '0.0021'}
{'Epoch': 2, 'HIT@5': '0.0011', 'NDCG@5': '0.0008', 'HIT@10': '0.0028', 'NDCG@10': '0.0014', 'HIT@20': '0.0053', 'NDCG@20': '0.0020'}
{'Epoch': 2, 'HIT@5': '0.0011', 'NDCG@5': '0.0008', 'HIT@10': '0.0025', 'NDCG@10': '0.0012', 'HIT@20': '0.0045', 'NDCG@20': '0.0017'}
Model 1 (SASRec) Results: {'Epoch': 2, 'HIT@5': '0.0024', 'NDCG@5': '0.0016', 'HIT@10': '0.0031', 'NDCG@10': '0.0018', 'HIT@20': '0.0039', 'NDCG@20': '0.0021'}
Model 2 (GRU4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0011', 'NDCG@5': '0.0008', 'HIT@10': '0.0028', 'NDCG@10': '0.0014', 'HIT@20': '0.0053', 'NDCG@20': '0.0020'}
Ensemble Results: {'Epoch': 2, 'HIT@5': '0.0011', 'NDCG@5': '0.0008', 'HIT@10': '0.0025', 'NDCG@10': '0.0012', 'HIT@20': '0.0045', 'NDCG@20': '0.0017'}
{'Epoch': 2, 'HIT@5': '0.0011', 'NDCG@5': '0.0007', 'HIT@10': '0.0020', 'NDCG@10': '0.0009', 'HIT@20': '0.0037', 'NDCG@20': '0.0014'}
{'Epoch': 2, 'HIT@5': '0.0014', 'NDCG@5': '0.0013', 'HIT@10': '0.0031', 'NDCG@10': '0.0018', 'HIT@20': '0.0056', 'NDCG@20': '0.0025'}
{'Epoch': 2, 'HIT@5': '0.0014', 'NDCG@5': '0.0012', 'HIT@10': '0.0020', 'NDCG@10': '0.0014', 'HIT@20': '0.0042', 'NDCG@20': '0.0020'}
Model 1 (SASRec) Results: {'Epoch': 2, 'HIT@5': '0.0011', 'NDCG@5': '0.0007', 'HIT@10': '0.0020', 'NDCG@10': '0.0009', 'HIT@20': '0.0037', 'NDCG@20': '0.0014'}
Model 2 (GRU4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0014', 'NDCG@5': '0.0013', 'HIT@10': '0.0031', 'NDCG@10': '0.0018', 'HIT@20': '0.0056', 'NDCG@20': '0.0025'}
Ensemble Results: {'Epoch': 2, 'HIT@5': '0.0014', 'NDCG@5': '0.0012', 'HIT@10': '0.0020', 'NDCG@10': '0.0014', 'HIT@20': '0.0042', 'NDCG@20': '0.0020'}
{'epoch': 3, 'avg_loss': '9.6497', 'avg_bpr_loss': '9.6374', 'avg_kd_loss': '0.0124'}
{'Epoch': 3, 'HIT@5': '0.0011', 'NDCG@5': '0.0008', 'HIT@10': '0.0021', 'NDCG@10': '0.0011', 'HIT@20': '0.0039', 'NDCG@20': '0.0016'}
{'Epoch': 3, 'HIT@5': '0.0110', 'NDCG@5': '0.0074', 'HIT@10': '0.0154', 'NDCG@10': '0.0088', 'HIT@20': '0.0211', 'NDCG@20': '0.0102'}
{'Epoch': 3, 'HIT@5': '0.0077', 'NDCG@5': '0.0055', 'HIT@10': '0.0108', 'NDCG@10': '0.0065', 'HIT@20': '0.0162', 'NDCG@20': '0.0078'}
Model 1 (SASRec) Results: {'Epoch': 3, 'HIT@5': '0.0011', 'NDCG@5': '0.0008', 'HIT@10': '0.0021', 'NDCG@10': '0.0011', 'HIT@20': '0.0039', 'NDCG@20': '0.0016'}
Model 2 (GRU4Rec) Results: {'Epoch': 3, 'HIT@5': '0.0110', 'NDCG@5': '0.0074', 'HIT@10': '0.0154', 'NDCG@10': '0.0088', 'HIT@20': '0.0211', 'NDCG@20': '0.0102'}
Ensemble Results: {'Epoch': 3, 'HIT@5': '0.0077', 'NDCG@5': '0.0055', 'HIT@10': '0.0108', 'NDCG@10': '0.0065', 'HIT@20': '0.0162', 'NDCG@20': '0.0078'}
{'Epoch': 3, 'HIT@5': '0.0011', 'NDCG@5': '0.0010', 'HIT@10': '0.0028', 'NDCG@10': '0.0015', 'HIT@20': '0.0056', 'NDCG@20': '0.0022'}
{'Epoch': 3, 'HIT@5': '0.0073', 'NDCG@5': '0.0051', 'HIT@10': '0.0107', 'NDCG@10': '0.0062', 'HIT@20': '0.0188', 'NDCG@20': '0.0083'}
{'Epoch': 3, 'HIT@5': '0.0062', 'NDCG@5': '0.0044', 'HIT@10': '0.0073', 'NDCG@10': '0.0048', 'HIT@20': '0.0112', 'NDCG@20': '0.0058'}
Model 1 (SASRec) Results: {'Epoch': 3, 'HIT@5': '0.0011', 'NDCG@5': '0.0010', 'HIT@10': '0.0028', 'NDCG@10': '0.0015', 'HIT@20': '0.0056', 'NDCG@20': '0.0022'}
Model 2 (GRU4Rec) Results: {'Epoch': 3, 'HIT@5': '0.0073', 'NDCG@5': '0.0051', 'HIT@10': '0.0107', 'NDCG@10': '0.0062', 'HIT@20': '0.0188', 'NDCG@20': '0.0083'}
Ensemble Results: {'Epoch': 3, 'HIT@5': '0.0062', 'NDCG@5': '0.0044', 'HIT@10': '0.0073', 'NDCG@10': '0.0048', 'HIT@20': '0.0112', 'NDCG@20': '0.0058'}
{'epoch': 4, 'avg_loss': '9.5106', 'avg_bpr_loss': '9.4783', 'avg_kd_loss': '0.0323'}
{'Epoch': 4, 'HIT@5': '0.0028', 'NDCG@5': '0.0023', 'HIT@10': '0.0055', 'NDCG@10': '0.0031', 'HIT@20': '0.0077', 'NDCG@20': '0.0037'}
{'Epoch': 4, 'HIT@5': '0.0077', 'NDCG@5': '0.0053', 'HIT@10': '0.0133', 'NDCG@10': '0.0071', 'HIT@20': '0.0195', 'NDCG@20': '0.0086'}
{'Epoch': 4, 'HIT@5': '0.0060', 'NDCG@5': '0.0047', 'HIT@10': '0.0084', 'NDCG@10': '0.0054', 'HIT@20': '0.0118', 'NDCG@20': '0.0063'}
Model 1 (SASRec) Results: {'Epoch': 4, 'HIT@5': '0.0028', 'NDCG@5': '0.0023', 'HIT@10': '0.0055', 'NDCG@10': '0.0031', 'HIT@20': '0.0077', 'NDCG@20': '0.0037'}
Model 2 (GRU4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0077', 'NDCG@5': '0.0053', 'HIT@10': '0.0133', 'NDCG@10': '0.0071', 'HIT@20': '0.0195', 'NDCG@20': '0.0086'}
Ensemble Results: {'Epoch': 4, 'HIT@5': '0.0060', 'NDCG@5': '0.0047', 'HIT@10': '0.0084', 'NDCG@10': '0.0054', 'HIT@20': '0.0118', 'NDCG@20': '0.0063'}
{'Epoch': 4, 'HIT@5': '0.0025', 'NDCG@5': '0.0020', 'HIT@10': '0.0039', 'NDCG@10': '0.0024', 'HIT@20': '0.0053', 'NDCG@20': '0.0028'}
{'Epoch': 4, 'HIT@5': '0.0059', 'NDCG@5': '0.0036', 'HIT@10': '0.0101', 'NDCG@10': '0.0050', 'HIT@20': '0.0166', 'NDCG@20': '0.0066'}
{'Epoch': 4, 'HIT@5': '0.0022', 'NDCG@5': '0.0018', 'HIT@10': '0.0048', 'NDCG@10': '0.0026', 'HIT@20': '0.0101', 'NDCG@20': '0.0040'}
Model 1 (SASRec) Results: {'Epoch': 4, 'HIT@5': '0.0025', 'NDCG@5': '0.0020', 'HIT@10': '0.0039', 'NDCG@10': '0.0024', 'HIT@20': '0.0053', 'NDCG@20': '0.0028'}
Model 2 (GRU4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0059', 'NDCG@5': '0.0036', 'HIT@10': '0.0101', 'NDCG@10': '0.0050', 'HIT@20': '0.0166', 'NDCG@20': '0.0066'}
Ensemble Results: {'Epoch': 4, 'HIT@5': '0.0022', 'NDCG@5': '0.0018', 'HIT@10': '0.0048', 'NDCG@10': '0.0026', 'HIT@20': '0.0101', 'NDCG@20': '0.0040'}
{'epoch': 5, 'avg_loss': '9.5645', 'avg_bpr_loss': '9.5366', 'avg_kd_loss': '0.0279'}
{'Epoch': 5, 'HIT@5': '0.0110', 'NDCG@5': '0.0080', 'HIT@10': '0.0156', 'NDCG@10': '0.0095', 'HIT@20': '0.0239', 'NDCG@20': '0.0116'}
{'Epoch': 5, 'HIT@5': '0.0114', 'NDCG@5': '0.0077', 'HIT@10': '0.0163', 'NDCG@10': '0.0093', 'HIT@20': '0.0235', 'NDCG@20': '0.0110'}
{'Epoch': 5, 'HIT@5': '0.0133', 'NDCG@5': '0.0091', 'HIT@10': '0.0188', 'NDCG@10': '0.0109', 'HIT@20': '0.0265', 'NDCG@20': '0.0128'}
Model 1 (SASRec) Results: {'Epoch': 5, 'HIT@5': '0.0110', 'NDCG@5': '0.0080', 'HIT@10': '0.0156', 'NDCG@10': '0.0095', 'HIT@20': '0.0239', 'NDCG@20': '0.0116'}
Model 2 (GRU4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0114', 'NDCG@5': '0.0077', 'HIT@10': '0.0163', 'NDCG@10': '0.0093', 'HIT@20': '0.0235', 'NDCG@20': '0.0110'}
Ensemble Results: {'Epoch': 5, 'HIT@5': '0.0133', 'NDCG@5': '0.0091', 'HIT@10': '0.0188', 'NDCG@10': '0.0109', 'HIT@20': '0.0265', 'NDCG@20': '0.0128'}
{'Epoch': 5, 'HIT@5': '0.0090', 'NDCG@5': '0.0060', 'HIT@10': '0.0149', 'NDCG@10': '0.0079', 'HIT@20': '0.0216', 'NDCG@20': '0.0097'}
{'Epoch': 5, 'HIT@5': '0.0110', 'NDCG@5': '0.0072', 'HIT@10': '0.0143', 'NDCG@10': '0.0083', 'HIT@20': '0.0233', 'NDCG@20': '0.0106'}
{'Epoch': 5, 'HIT@5': '0.0115', 'NDCG@5': '0.0077', 'HIT@10': '0.0180', 'NDCG@10': '0.0098', 'HIT@20': '0.0267', 'NDCG@20': '0.0120'}
Model 1 (SASRec) Results: {'Epoch': 5, 'HIT@5': '0.0090', 'NDCG@5': '0.0060', 'HIT@10': '0.0149', 'NDCG@10': '0.0079', 'HIT@20': '0.0216', 'NDCG@20': '0.0097'}
Model 2 (GRU4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0110', 'NDCG@5': '0.0072', 'HIT@10': '0.0143', 'NDCG@10': '0.0083', 'HIT@20': '0.0233', 'NDCG@20': '0.0106'}
Ensemble Results: {'Epoch': 5, 'HIT@5': '0.0115', 'NDCG@5': '0.0077', 'HIT@10': '0.0180', 'NDCG@10': '0.0098', 'HIT@20': '0.0267', 'NDCG@20': '0.0120'}
{'epoch': 6, 'avg_loss': '9.5446', 'avg_bpr_loss': '9.5192', 'avg_kd_loss': '0.0255'}
{'Epoch': 6, 'HIT@5': '0.0124', 'NDCG@5': '0.0086', 'HIT@10': '0.0166', 'NDCG@10': '0.0100', 'HIT@20': '0.0233', 'NDCG@20': '0.0117'}
{'Epoch': 6, 'HIT@5': '0.0091', 'NDCG@5': '0.0062', 'HIT@10': '0.0164', 'NDCG@10': '0.0085', 'HIT@20': '0.0268', 'NDCG@20': '0.0111'}
{'Epoch': 6, 'HIT@5': '0.0131', 'NDCG@5': '0.0088', 'HIT@10': '0.0190', 'NDCG@10': '0.0107', 'HIT@20': '0.0299', 'NDCG@20': '0.0135'}
Model 1 (SASRec) Results: {'Epoch': 6, 'HIT@5': '0.0124', 'NDCG@5': '0.0086', 'HIT@10': '0.0166', 'NDCG@10': '0.0100', 'HIT@20': '0.0233', 'NDCG@20': '0.0117'}
Model 2 (GRU4Rec) Results: {'Epoch': 6, 'HIT@5': '0.0091', 'NDCG@5': '0.0062', 'HIT@10': '0.0164', 'NDCG@10': '0.0085', 'HIT@20': '0.0268', 'NDCG@20': '0.0111'}
Ensemble Results: {'Epoch': 6, 'HIT@5': '0.0131', 'NDCG@5': '0.0088', 'HIT@10': '0.0190', 'NDCG@10': '0.0107', 'HIT@20': '0.0299', 'NDCG@20': '0.0135'}
{'Epoch': 6, 'HIT@5': '0.0110', 'NDCG@5': '0.0071', 'HIT@10': '0.0169', 'NDCG@10': '0.0090', 'HIT@20': '0.0222', 'NDCG@20': '0.0104'}
{'Epoch': 6, 'HIT@5': '0.0118', 'NDCG@5': '0.0081', 'HIT@10': '0.0185', 'NDCG@10': '0.0103', 'HIT@20': '0.0264', 'NDCG@20': '0.0122'}
{'Epoch': 6, 'HIT@5': '0.0140', 'NDCG@5': '0.0091', 'HIT@10': '0.0225', 'NDCG@10': '0.0118', 'HIT@20': '0.0312', 'NDCG@20': '0.0140'}
Model 1 (SASRec) Results: {'Epoch': 6, 'HIT@5': '0.0110', 'NDCG@5': '0.0071', 'HIT@10': '0.0169', 'NDCG@10': '0.0090', 'HIT@20': '0.0222', 'NDCG@20': '0.0104'}
Model 2 (GRU4Rec) Results: {'Epoch': 6, 'HIT@5': '0.0118', 'NDCG@5': '0.0081', 'HIT@10': '0.0185', 'NDCG@10': '0.0103', 'HIT@20': '0.0264', 'NDCG@20': '0.0122'}
Ensemble Results: {'Epoch': 6, 'HIT@5': '0.0140', 'NDCG@5': '0.0091', 'HIT@10': '0.0225', 'NDCG@10': '0.0118', 'HIT@20': '0.0312', 'NDCG@20': '0.0140'}
{'epoch': 7, 'avg_loss': '9.5430', 'avg_bpr_loss': '9.5139', 'avg_kd_loss': '0.0291'}
{'Epoch': 7, 'HIT@5': '0.0166', 'NDCG@5': '0.0115', 'HIT@10': '0.0236', 'NDCG@10': '0.0138', 'HIT@20': '0.0360', 'NDCG@20': '0.0169'}
{'Epoch': 7, 'HIT@5': '0.0135', 'NDCG@5': '0.0092', 'HIT@10': '0.0194', 'NDCG@10': '0.0111', 'HIT@20': '0.0312', 'NDCG@20': '0.0140'}
{'Epoch': 7, 'HIT@5': '0.0163', 'NDCG@5': '0.0111', 'HIT@10': '0.0233', 'NDCG@10': '0.0134', 'HIT@20': '0.0379', 'NDCG@20': '0.0170'}
Model 1 (SASRec) Results: {'Epoch': 7, 'HIT@5': '0.0166', 'NDCG@5': '0.0115', 'HIT@10': '0.0236', 'NDCG@10': '0.0138', 'HIT@20': '0.0360', 'NDCG@20': '0.0169'}
Model 2 (GRU4Rec) Results: {'Epoch': 7, 'HIT@5': '0.0135', 'NDCG@5': '0.0092', 'HIT@10': '0.0194', 'NDCG@10': '0.0111', 'HIT@20': '0.0312', 'NDCG@20': '0.0140'}
Ensemble Results: {'Epoch': 7, 'HIT@5': '0.0163', 'NDCG@5': '0.0111', 'HIT@10': '0.0233', 'NDCG@10': '0.0134', 'HIT@20': '0.0379', 'NDCG@20': '0.0170'}
{'Epoch': 7, 'HIT@5': '0.0135', 'NDCG@5': '0.0089', 'HIT@10': '0.0230', 'NDCG@10': '0.0120', 'HIT@20': '0.0371', 'NDCG@20': '0.0155'}
{'Epoch': 7, 'HIT@5': '0.0115', 'NDCG@5': '0.0079', 'HIT@10': '0.0191', 'NDCG@10': '0.0103', 'HIT@20': '0.0317', 'NDCG@20': '0.0135'}
{'Epoch': 7, 'HIT@5': '0.0154', 'NDCG@5': '0.0100', 'HIT@10': '0.0258', 'NDCG@10': '0.0133', 'HIT@20': '0.0360', 'NDCG@20': '0.0159'}
Model 1 (SASRec) Results: {'Epoch': 7, 'HIT@5': '0.0135', 'NDCG@5': '0.0089', 'HIT@10': '0.0230', 'NDCG@10': '0.0120', 'HIT@20': '0.0371', 'NDCG@20': '0.0155'}
Model 2 (GRU4Rec) Results: {'Epoch': 7, 'HIT@5': '0.0115', 'NDCG@5': '0.0079', 'HIT@10': '0.0191', 'NDCG@10': '0.0103', 'HIT@20': '0.0317', 'NDCG@20': '0.0135'}
Ensemble Results: {'Epoch': 7, 'HIT@5': '0.0154', 'NDCG@5': '0.0100', 'HIT@10': '0.0258', 'NDCG@10': '0.0133', 'HIT@20': '0.0360', 'NDCG@20': '0.0159'}
{'epoch': 8, 'avg_loss': '9.5244', 'avg_bpr_loss': '9.4896', 'avg_kd_loss': '0.0348'}
{'Epoch': 8, 'HIT@5': '0.0188', 'NDCG@5': '0.0134', 'HIT@10': '0.0302', 'NDCG@10': '0.0170', 'HIT@20': '0.0414', 'NDCG@20': '0.0198'}
{'Epoch': 8, 'HIT@5': '0.0136', 'NDCG@5': '0.0092', 'HIT@10': '0.0206', 'NDCG@10': '0.0115', 'HIT@20': '0.0317', 'NDCG@20': '0.0143'}
{'Epoch': 8, 'HIT@5': '0.0192', 'NDCG@5': '0.0127', 'HIT@10': '0.0289', 'NDCG@10': '0.0158', 'HIT@20': '0.0442', 'NDCG@20': '0.0196'}
Model 1 (SASRec) Results: {'Epoch': 8, 'HIT@5': '0.0188', 'NDCG@5': '0.0134', 'HIT@10': '0.0302', 'NDCG@10': '0.0170', 'HIT@20': '0.0414', 'NDCG@20': '0.0198'}
Model 2 (GRU4Rec) Results: {'Epoch': 8, 'HIT@5': '0.0136', 'NDCG@5': '0.0092', 'HIT@10': '0.0206', 'NDCG@10': '0.0115', 'HIT@20': '0.0317', 'NDCG@20': '0.0143'}
Ensemble Results: {'Epoch': 8, 'HIT@5': '0.0192', 'NDCG@5': '0.0127', 'HIT@10': '0.0289', 'NDCG@10': '0.0158', 'HIT@20': '0.0442', 'NDCG@20': '0.0196'}
{'Epoch': 8, 'HIT@5': '0.0199', 'NDCG@5': '0.0127', 'HIT@10': '0.0303', 'NDCG@10': '0.0160', 'HIT@20': '0.0449', 'NDCG@20': '0.0197'}
{'Epoch': 8, 'HIT@5': '0.0146', 'NDCG@5': '0.0094', 'HIT@10': '0.0230', 'NDCG@10': '0.0122', 'HIT@20': '0.0348', 'NDCG@20': '0.0152'}
{'Epoch': 8, 'HIT@5': '0.0183', 'NDCG@5': '0.0110', 'HIT@10': '0.0301', 'NDCG@10': '0.0149', 'HIT@20': '0.0449', 'NDCG@20': '0.0187'}
Model 1 (SASRec) Results: {'Epoch': 8, 'HIT@5': '0.0199', 'NDCG@5': '0.0127', 'HIT@10': '0.0303', 'NDCG@10': '0.0160', 'HIT@20': '0.0449', 'NDCG@20': '0.0197'}
Model 2 (GRU4Rec) Results: {'Epoch': 8, 'HIT@5': '0.0146', 'NDCG@5': '0.0094', 'HIT@10': '0.0230', 'NDCG@10': '0.0122', 'HIT@20': '0.0348', 'NDCG@20': '0.0152'}
Ensemble Results: {'Epoch': 8, 'HIT@5': '0.0183', 'NDCG@5': '0.0110', 'HIT@10': '0.0301', 'NDCG@10': '0.0149', 'HIT@20': '0.0449', 'NDCG@20': '0.0187'}
{'epoch': 9, 'avg_loss': '9.5075', 'avg_bpr_loss': '9.4660', 'avg_kd_loss': '0.0415'}
{'Epoch': 9, 'HIT@5': '0.0235', 'NDCG@5': '0.0161', 'HIT@10': '0.0344', 'NDCG@10': '0.0197', 'HIT@20': '0.0494', 'NDCG@20': '0.0234'}
{'Epoch': 9, 'HIT@5': '0.0167', 'NDCG@5': '0.0109', 'HIT@10': '0.0247', 'NDCG@10': '0.0135', 'HIT@20': '0.0365', 'NDCG@20': '0.0165'}
{'Epoch': 9, 'HIT@5': '0.0215', 'NDCG@5': '0.0152', 'HIT@10': '0.0319', 'NDCG@10': '0.0186', 'HIT@20': '0.0499', 'NDCG@20': '0.0231'}
Model 1 (SASRec) Results: {'Epoch': 9, 'HIT@5': '0.0235', 'NDCG@5': '0.0161', 'HIT@10': '0.0344', 'NDCG@10': '0.0197', 'HIT@20': '0.0494', 'NDCG@20': '0.0234'}
Model 2 (GRU4Rec) Results: {'Epoch': 9, 'HIT@5': '0.0167', 'NDCG@5': '0.0109', 'HIT@10': '0.0247', 'NDCG@10': '0.0135', 'HIT@20': '0.0365', 'NDCG@20': '0.0165'}
Ensemble Results: {'Epoch': 9, 'HIT@5': '0.0215', 'NDCG@5': '0.0152', 'HIT@10': '0.0319', 'NDCG@10': '0.0186', 'HIT@20': '0.0499', 'NDCG@20': '0.0231'}
{'Epoch': 9, 'HIT@5': '0.0228', 'NDCG@5': '0.0153', 'HIT@10': '0.0337', 'NDCG@10': '0.0187', 'HIT@20': '0.0556', 'NDCG@20': '0.0243'}
