Namespace(data_dir='./data/', output_dir='output/', data_name='Health', do_eval=False, ckp=0, hidden_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='SASRec', backbone2='Mamba4Rec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=1.5, dws_beta=1.0, kd_temperature=0.7, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BCE', N=100, cuda_condition=True, data_file='./data/Health', item_size=18536, log_file='output/DWS-SASRec-Mamba4Rec-Health-a1.0-b1.0-l1.5-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-SASRec-Mamba4Rec-Health-a1.0-b1.0-l1.5-dwsb1.0-t0.0-1762014981.9516377.pt')
{'epoch': 0, 'avg_loss': '9.9204', 'avg_bpr_loss': '9.8627', 'avg_kd_loss': '0.0578'}
{'Epoch': 0, 'HIT@5': '0.0085', 'NDCG@5': '0.0064', 'HIT@10': '0.0124', 'NDCG@10': '0.0076', 'HIT@20': '0.0174', 'NDCG@20': '0.0088'}
{'Epoch': 4, 'HIT@5': '0.0365', 'NDCG@5': '0.0253', 'HIT@10': '0.0521', 'NDCG@10': '0.0304', 'HIT@20': '0.0725', 'NDCG@20': '0.0355'}
{'Epoch': 4, 'HIT@5': '0.0365', 'NDCG@5': '0.0259', 'HIT@10': '0.0526', 'NDCG@10': '0.0310', 'HIT@20': '0.0720', 'NDCG@20': '0.0359'}
{'Epoch': 4, 'HIT@5': '0.0399', 'NDCG@5': '0.0277', 'HIT@10': '0.0560', 'NDCG@10': '0.0328', 'HIT@20': '0.0808', 'NDCG@20': '0.0391'}
Model 1 (SASRec) Results: {'Epoch': 4, 'HIT@5': '0.0365', 'NDCG@5': '0.0253', 'HIT@10': '0.0521', 'NDCG@10': '0.0304', 'HIT@20': '0.0725', 'NDCG@20': '0.0355'}
Model 2 (Mamba4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0365', 'NDCG@5': '0.0259', 'HIT@10': '0.0526', 'NDCG@10': '0.0310', 'HIT@20': '0.0720', 'NDCG@20': '0.0359'}
Ensemble Results: {'Epoch': 4, 'HIT@5': '0.0399', 'NDCG@5': '0.0277', 'HIT@10': '0.0560', 'NDCG@10': '0.0328', 'HIT@20': '0.0808', 'NDCG@20': '0.0391'}
{'Epoch': 4, 'HIT@5': '0.0425', 'NDCG@5': '0.0299', 'HIT@10': '0.0583', 'NDCG@10': '0.0349', 'HIT@20': '0.0772', 'NDCG@20': '0.0398'}
{'Epoch': 4, 'HIT@5': '0.0430', 'NDCG@5': '0.0299', 'HIT@10': '0.0583', 'NDCG@10': '0.0348', 'HIT@20': '0.0769', 'NDCG@20': '0.0395'}
{'Epoch': 4, 'HIT@5': '0.0469', 'NDCG@5': '0.0326', 'HIT@10': '0.0647', 'NDCG@10': '0.0383', 'HIT@20': '0.0875', 'NDCG@20': '0.0440'}
Model 1 (SASRec) Results: {'Epoch': 4, 'HIT@5': '0.0425', 'NDCG@5': '0.0299', 'HIT@10': '0.0583', 'NDCG@10': '0.0349', 'HIT@20': '0.0772', 'NDCG@20': '0.0398'}
Model 2 (Mamba4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0430', 'NDCG@5': '0.0299', 'HIT@10': '0.0583', 'NDCG@10': '0.0348', 'HIT@20': '0.0769', 'NDCG@20': '0.0395'}
Ensemble Results: {'Epoch': 4, 'HIT@5': '0.0469', 'NDCG@5': '0.0326', 'HIT@10': '0.0647', 'NDCG@10': '0.0383', 'HIT@20': '0.0875', 'NDCG@20': '0.0440'}
{'epoch': 5, 'avg_loss': '9.5109', 'avg_bpr_loss': '9.4848', 'avg_kd_loss': '0.0261'}
{'Epoch': 5, 'HIT@5': '0.0378', 'NDCG@5': '0.0267', 'HIT@10': '0.0552', 'NDCG@10': '0.0322', 'HIT@20': '0.0733', 'NDCG@20': '0.0367'}
{'Epoch': 5, 'HIT@5': '0.0360', 'NDCG@5': '0.0256', 'HIT@10': '0.0497', 'NDCG@10': '0.0301', 'HIT@20': '0.0707', 'NDCG@20': '0.0353'}
{'Epoch': 5, 'HIT@5': '0.0402', 'NDCG@5': '0.0289', 'HIT@10': '0.0552', 'NDCG@10': '0.0337', 'HIT@20': '0.0751', 'NDCG@20': '0.0387'}
Model 1 (SASRec) Results: {'Epoch': 5, 'HIT@5': '0.0378', 'NDCG@5': '0.0267', 'HIT@10': '0.0552', 'NDCG@10': '0.0322', 'HIT@20': '0.0733', 'NDCG@20': '0.0367'}
Model 2 (Mamba4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0360', 'NDCG@5': '0.0256', 'HIT@10': '0.0497', 'NDCG@10': '0.0301', 'HIT@20': '0.0707', 'NDCG@20': '0.0353'}
Ensemble Results: {'Epoch': 5, 'HIT@5': '0.0402', 'NDCG@5': '0.0289', 'HIT@10': '0.0552', 'NDCG@10': '0.0337', 'HIT@20': '0.0751', 'NDCG@20': '0.0387'}
{'Epoch': 5, 'HIT@5': '0.0440', 'NDCG@5': '0.0324', 'HIT@10': '0.0621', 'NDCG@10': '0.0382', 'HIT@20': '0.0834', 'NDCG@20': '0.0435'}
{'Epoch': 5, 'HIT@5': '0.0440', 'NDCG@5': '0.0314', 'HIT@10': '0.0616', 'NDCG@10': '0.0370', 'HIT@20': '0.0810', 'NDCG@20': '0.0419'}
{'Epoch': 5, 'HIT@5': '0.0471', 'NDCG@5': '0.0335', 'HIT@10': '0.0660', 'NDCG@10': '0.0395', 'HIT@20': '0.0886', 'NDCG@20': '0.0452'}
Model 1 (SASRec) Results: {'Epoch': 5, 'HIT@5': '0.0440', 'NDCG@5': '0.0324', 'HIT@10': '0.0621', 'NDCG@10': '0.0382', 'HIT@20': '0.0834', 'NDCG@20': '0.0435'}
Model 2 (Mamba4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0440', 'NDCG@5': '0.0314', 'HIT@10': '0.0616', 'NDCG@10': '0.0370', 'HIT@20': '0.0810', 'NDCG@20': '0.0419'}
Ensemble Results: {'Epoch': 5, 'HIT@5': '0.0471', 'NDCG@5': '0.0335', 'HIT@10': '0.0660', 'NDCG@10': '0.0395', 'HIT@20': '0.0886', 'NDCG@20': '0.0452'}
{'epoch': 6, 'avg_loss': '9.4625', 'avg_bpr_loss': '9.4260', 'avg_kd_loss': '0.0365'}
{'Epoch': 6, 'HIT@5': '0.0404', 'NDCG@5': '0.0291', 'HIT@10': '0.0580', 'NDCG@10': '0.0348', 'HIT@20': '0.0782', 'NDCG@20': '0.0399'}
{'Epoch': 6, 'HIT@5': '0.0368', 'NDCG@5': '0.0267', 'HIT@10': '0.0536', 'NDCG@10': '0.0321', 'HIT@20': '0.0738', 'NDCG@20': '0.0372'}
{'Epoch': 6, 'HIT@5': '0.0425', 'NDCG@5': '0.0297', 'HIT@10': '0.0588', 'NDCG@10': '0.0350', 'HIT@20': '0.0795', 'NDCG@20': '0.0403'}
Model 1 (SASRec) Results: {'Epoch': 6, 'HIT@5': '0.0404', 'NDCG@5': '0.0291', 'HIT@10': '0.0580', 'NDCG@10': '0.0348', 'HIT@20': '0.0782', 'NDCG@20': '0.0399'}
Model 2 (Mamba4Rec) Results: {'Epoch': 6, 'HIT@5': '0.0368', 'NDCG@5': '0.0267', 'HIT@10': '0.0536', 'NDCG@10': '0.0321', 'HIT@20': '0.0738', 'NDCG@20': '0.0372'}
Ensemble Results: {'Epoch': 6, 'HIT@5': '0.0425', 'NDCG@5': '0.0297', 'HIT@10': '0.0588', 'NDCG@10': '0.0350', 'HIT@20': '0.0795', 'NDCG@20': '0.0403'}
{'Epoch': 6, 'HIT@5': '0.0453', 'NDCG@5': '0.0321', 'HIT@10': '0.0663', 'NDCG@10': '0.0388', 'HIT@20': '0.0917', 'NDCG@20': '0.0452'}
{'Epoch': 6, 'HIT@5': '0.0414', 'NDCG@5': '0.0302', 'HIT@10': '0.0619', 'NDCG@10': '0.0368', 'HIT@20': '0.0847', 'NDCG@20': '0.0426'}
{'Epoch': 6, 'HIT@5': '0.0453', 'NDCG@5': '0.0320', 'HIT@10': '0.0658', 'NDCG@10': '0.0387', 'HIT@20': '0.0953', 'NDCG@20': '0.0461'}
Model 1 (SASRec) Results: {'Epoch': 6, 'HIT@5': '0.0453', 'NDCG@5': '0.0321', 'HIT@10': '0.0663', 'NDCG@10': '0.0388', 'HIT@20': '0.0917', 'NDCG@20': '0.0452'}
Model 2 (Mamba4Rec) Results: {'Epoch': 6, 'HIT@5': '0.0414', 'NDCG@5': '0.0302', 'HIT@10': '0.0619', 'NDCG@10': '0.0368', 'HIT@20': '0.0847', 'NDCG@20': '0.0426'}
Ensemble Results: {'Epoch': 6, 'HIT@5': '0.0453', 'NDCG@5': '0.0320', 'HIT@10': '0.0658', 'NDCG@10': '0.0387', 'HIT@20': '0.0953', 'NDCG@20': '0.0461'}
{'epoch': 7, 'avg_loss': '9.4146', 'avg_bpr_loss': '9.3660', 'avg_kd_loss': '0.0485'}
{'Epoch': 7, 'HIT@5': '0.0386', 'NDCG@5': '0.0277', 'HIT@10': '0.0562', 'NDCG@10': '0.0333', 'HIT@20': '0.0819', 'NDCG@20': '0.0397'}
{'Epoch': 7, 'HIT@5': '0.0399', 'NDCG@5': '0.0281', 'HIT@10': '0.0567', 'NDCG@10': '0.0335', 'HIT@20': '0.0775', 'NDCG@20': '0.0387'}
{'Epoch': 7, 'HIT@5': '0.0407', 'NDCG@5': '0.0293', 'HIT@10': '0.0585', 'NDCG@10': '0.0352', 'HIT@20': '0.0842', 'NDCG@20': '0.0416'}
Model 1 (SASRec) Results: {'Epoch': 7, 'HIT@5': '0.0386', 'NDCG@5': '0.0277', 'HIT@10': '0.0562', 'NDCG@10': '0.0333', 'HIT@20': '0.0819', 'NDCG@20': '0.0397'}
Model 2 (Mamba4Rec) Results: {'Epoch': 7, 'HIT@5': '0.0399', 'NDCG@5': '0.0281', 'HIT@10': '0.0567', 'NDCG@10': '0.0335', 'HIT@20': '0.0775', 'NDCG@20': '0.0387'}
Ensemble Results: {'Epoch': 7, 'HIT@5': '0.0407', 'NDCG@5': '0.0293', 'HIT@10': '0.0585', 'NDCG@10': '0.0352', 'HIT@20': '0.0842', 'NDCG@20': '0.0416'}
{'Epoch': 7, 'HIT@5': '0.0484', 'NDCG@5': '0.0338', 'HIT@10': '0.0686', 'NDCG@10': '0.0402', 'HIT@20': '0.0932', 'NDCG@20': '0.0464'}
{'Epoch': 7, 'HIT@5': '0.0479', 'NDCG@5': '0.0337', 'HIT@10': '0.0678', 'NDCG@10': '0.0401', 'HIT@20': '0.0911', 'NDCG@20': '0.0460'}
{'Epoch': 7, 'HIT@5': '0.0484', 'NDCG@5': '0.0345', 'HIT@10': '0.0715', 'NDCG@10': '0.0419', 'HIT@20': '0.0963', 'NDCG@20': '0.0481'}
Model 1 (SASRec) Results: {'Epoch': 7, 'HIT@5': '0.0484', 'NDCG@5': '0.0338', 'HIT@10': '0.0686', 'NDCG@10': '0.0402', 'HIT@20': '0.0932', 'NDCG@20': '0.0464'}
Model 2 (Mamba4Rec) Results: {'Epoch': 7, 'HIT@5': '0.0479', 'NDCG@5': '0.0337', 'HIT@10': '0.0678', 'NDCG@10': '0.0401', 'HIT@20': '0.0911', 'NDCG@20': '0.0460'}
Ensemble Results: {'Epoch': 7, 'HIT@5': '0.0484', 'NDCG@5': '0.0345', 'HIT@10': '0.0715', 'NDCG@10': '0.0419', 'HIT@20': '0.0963', 'NDCG@20': '0.0481'}
{'epoch': 8, 'avg_loss': '9.3730', 'avg_bpr_loss': '9.3134', 'avg_kd_loss': '0.0596'}
{'Epoch': 8, 'HIT@5': '0.0453', 'NDCG@5': '0.0325', 'HIT@10': '0.0604', 'NDCG@10': '0.0373', 'HIT@20': '0.0834', 'NDCG@20': '0.0431'}
{'Epoch': 8, 'HIT@5': '0.0412', 'NDCG@5': '0.0298', 'HIT@10': '0.0593', 'NDCG@10': '0.0355', 'HIT@20': '0.0852', 'NDCG@20': '0.0421'}
{'Epoch': 8, 'HIT@5': '0.0430', 'NDCG@5': '0.0318', 'HIT@10': '0.0630', 'NDCG@10': '0.0381', 'HIT@20': '0.0894', 'NDCG@20': '0.0447'}
Model 1 (SASRec) Results: {'Epoch': 8, 'HIT@5': '0.0453', 'NDCG@5': '0.0325', 'HIT@10': '0.0604', 'NDCG@10': '0.0373', 'HIT@20': '0.0834', 'NDCG@20': '0.0431'}
Model 2 (Mamba4Rec) Results: {'Epoch': 8, 'HIT@5': '0.0412', 'NDCG@5': '0.0298', 'HIT@10': '0.0593', 'NDCG@10': '0.0355', 'HIT@20': '0.0852', 'NDCG@20': '0.0421'}
Ensemble Results: {'Epoch': 8, 'HIT@5': '0.0430', 'NDCG@5': '0.0318', 'HIT@10': '0.0630', 'NDCG@10': '0.0381', 'HIT@20': '0.0894', 'NDCG@20': '0.0447'}
{'Epoch': 8, 'HIT@5': '0.0482', 'NDCG@5': '0.0351', 'HIT@10': '0.0673', 'NDCG@10': '0.0412', 'HIT@20': '0.0932', 'NDCG@20': '0.0477'}
{'Epoch': 8, 'HIT@5': '0.0508', 'NDCG@5': '0.0346', 'HIT@10': '0.0704', 'NDCG@10': '0.0410', 'HIT@20': '0.0914', 'NDCG@20': '0.0462'}
{'Epoch': 8, 'HIT@5': '0.0518', 'NDCG@5': '0.0362', 'HIT@10': '0.0709', 'NDCG@10': '0.0423', 'HIT@20': '0.0979', 'NDCG@20': '0.0492'}
Model 1 (SASRec) Results: {'Epoch': 8, 'HIT@5': '0.0482', 'NDCG@5': '0.0351', 'HIT@10': '0.0673', 'NDCG@10': '0.0412', 'HIT@20': '0.0932', 'NDCG@20': '0.0477'}
Model 2 (Mamba4Rec) Results: {'Epoch': 8, 'HIT@5': '0.0508', 'NDCG@5': '0.0346', 'HIT@10': '0.0704', 'NDCG@10': '0.0410', 'HIT@20': '0.0914', 'NDCG@20': '0.0462'}
Ensemble Results: {'Epoch': 8, 'HIT@5': '0.0518', 'NDCG@5': '0.0362', 'HIT@10': '0.0709', 'NDCG@10': '0.0423', 'HIT@20': '0.0979', 'NDCG@20': '0.0492'}
{'epoch': 9, 'avg_loss': '9.3355', 'avg_bpr_loss': '9.2658', 'avg_kd_loss': '0.0697'}
{'Epoch': 9, 'HIT@5': '0.0453', 'NDCG@5': '0.0325', 'HIT@10': '0.0658', 'NDCG@10': '0.0391', 'HIT@20': '0.0881', 'NDCG@20': '0.0447'}
{'Epoch': 9, 'HIT@5': '0.0448', 'NDCG@5': '0.0315', 'HIT@10': '0.0622', 'NDCG@10': '0.0371', 'HIT@20': '0.0865', 'NDCG@20': '0.0432'}
{'Epoch': 9, 'HIT@5': '0.0453', 'NDCG@5': '0.0332', 'HIT@10': '0.0668', 'NDCG@10': '0.0401', 'HIT@20': '0.0951', 'NDCG@20': '0.0473'}
Model 1 (SASRec) Results: {'Epoch': 9, 'HIT@5': '0.0453', 'NDCG@5': '0.0325', 'HIT@10': '0.0658', 'NDCG@10': '0.0391', 'HIT@20': '0.0881', 'NDCG@20': '0.0447'}
Model 2 (Mamba4Rec) Results: {'Epoch': 9, 'HIT@5': '0.0448', 'NDCG@5': '0.0315', 'HIT@10': '0.0622', 'NDCG@10': '0.0371', 'HIT@20': '0.0865', 'NDCG@20': '0.0432'}
Ensemble Results: {'Epoch': 9, 'HIT@5': '0.0453', 'NDCG@5': '0.0332', 'HIT@10': '0.0668', 'NDCG@10': '0.0401', 'HIT@20': '0.0951', 'NDCG@20': '0.0473'}
{'Epoch': 9, 'HIT@5': '0.0510', 'NDCG@5': '0.0356', 'HIT@10': '0.0694', 'NDCG@10': '0.0413', 'HIT@20': '0.0922', 'NDCG@20': '0.0470'}
